chr	windowStart	windowEnd	D	f_d	f_dM
chr2L	23230323	23231923	0.239540	0.548079	0.336499
chr2L	23231973	23233914	0.580131	0.556704	0.502919
chr2L	23233918	23241087	0.560296	0.640130	0.521620
chr2L	23241088	23242799	0.601252	0.777324	0.563943
chr2L	23242807	23248199	0.475564	0.499425	0.443348
chr2L	23248489	23279274	0.477324	0.519146	0.458799
chr2L	23279564	23287475	0.112278	0.263822	0.124095
chr2L	23287569	23294272	0.319376	0.364816	0.302383
chr2L	23294404	23299031	0.273330	0.484092	0.219735
chr2L	23299159	23302278	0.601611	0.635298	0.495112
chr2L	23302288	23303700	0.052373	0.084795	0.063838
chr2L	23303779	23305216	0.438162	0.486387	0.458153
chr2L	23305666	23309058	0.148853	0.287482	0.167448
chr2L	23309067	23315127	0.325519	0.292534	0.152817
chr2L	23315159	23316359	0.748182	0.858200	0.583684
chr2L	23316417	23317895	-0.590973	1.542323	-0.483199
chr2L	23317949	23321884	-0.052491	-0.098229	-0.054337
chr2L	23321908	23324945	-0.243532	-0.460241	-0.197801
chr2L	23324952	23327550	0.188091	0.561804	0.246739
chr2L	23327739	23328665	-0.144775	-0.251527	-0.137336
chr2L	23328667	23331562	-0.031140	-0.079020	-0.028512
chr2L	23331569	23332851	-0.275986	3.601132	-0.277876
chr2L	23332874	23333307	-0.085522	-0.720260	-0.157178
chr2L	23333386	23335521	0.178736	0.514205	0.240559
chr2L	23335525	23336420	-0.177287	-0.507933	-0.238316
chr2L	23336488	23337754	-0.027109	-0.111527	-0.037347
chr2L	23337765	23341793	0.350346	0.419187	0.224243
chr2L	23341800	23343753	0.012550	0.032697	0.013390
chr2L	23343762	23345837	-0.322291	3.416678	-0.335125
chr2L	23345929	23347491	-0.429172	2.189863	-0.442333
chr2L	23347515	23351091	-0.451207	-21.577652	-0.515958
chr2L	23351181	23352051	0.262141	0.662226	0.226598
chr2L	23352081	23368818	0.327590	0.587930	0.381877
chr2L	23368848	23371667	0.828814	0.820327	0.665153
chr2L	23371782	23373273	0.638672	0.773511	0.640234
chr2L	23373304	23376708	0.328558	0.636671	0.357002
chr2L	23376811	23382018	0.236378	0.488833	0.270088
chr2L	23382325	23388534	0.541789	0.717896	0.404252
chr2L	23389634	23390911	0.326331	0.449449	0.350415
chr2L	23390924	23391411	0.101035	0.141262	0.134080
chr2L	23391414	23391667	0.162739	0.250660	0.129261
chr2L	23391884	23394440	0.641587	0.795366	0.508706
chr2L	23394780	23395637	0.712067	0.762440	0.366403
chr2L	23395639	23396595	0.107902	0.169788	0.086768
chr2L	23396596	23397419	0.217255	0.229953	0.218967
chr2L	23397477	23398755	0.406198	0.572062	0.440794
chr2L	23398806	23399760	-0.142094	-0.241277	-0.142493
chr2L	23399818	23401945	0.730237	0.834092	0.581846
chr2L	23401947	23415455	0.717555	0.696726	0.490801
chr2L	23415543	23421788	0.488453	0.585069	0.290911
chr2L	23421797	23423605	0.299333	0.610594	0.433971
chr2L	23423937	23426841	0.238592	0.395377	0.177599
chr2L	23426888	23427889	0.003863	0.028375	0.002622
chr2L	23428066	23430581	0.246063	0.373544	0.184922
chr2L	23430597	23432761	0.157895	0.437429	0.279689
chr2L	23432786	23433194	0.023078	0.055228	0.038305
chr2L	23433196	23433517	-0.055902	-0.155850	-0.090739
chr2L	23433518	23434562	0.623386	0.817052	0.583564
chr2L	23434569	23437351	0.003391	0.009552	0.003179
chr2L	23437360	23440872	-0.209045	-0.408263	-0.142046
chr2L	23441223	23447463	0.395477	0.627127	0.458699
chr2L	23447521	23452606	-0.494487	-0.998519	-0.261275
chr2L	23452683	23456298	-0.306958	-0.685937	-0.329547
chr2L	23456362	23458559	0.282047	0.177974	0.164828
chr2L	23458564	23459940	-0.014365	-0.026374	-0.011451
chr2L	23459942	23460316	-0.023300	-0.032908	-0.020164
chr2L	23460345	23460837	-0.319623	-1.080975	-0.414506
chr2L	23460844	23462260	-0.165533	-1.632283	-0.398194
chr2L	23462310	23467916	-0.299679	-0.417995	-0.169592
chr2L	23472141	23474937	0.301483	0.532103	0.279356
chr2L	23475055	23477923	0.440538	0.466575	0.294824
chr2L	23478172	23485698	-0.115067	-0.237665	-0.149268
chr2L	23486033	23489124	-0.095131	-0.309337	-0.173117
chr2L	23489127	23489360	-0.019025	-0.199559	-0.049459
chr2L	23489373	23489940	-0.409632	-2.850668	-0.561017
chr2L	23489954	23490670	-0.123336	-0.387988	-0.145129
chr2L	23490697	23490958	0.077234	0.353923	0.160173
chr2L	23490973	23491317	-0.003504	-0.014180	-0.006509
chr2L	23491326	23492100	0.009427	0.047463	0.018085
chr2L	23492104	23494621	-0.196351	-0.320190	-0.180789
chr2L	23494625	23497500	-0.090209	-0.227555	-0.071688
chr2L	23497553	23504525	-0.330189	-1.297518	-0.245226
chr2L	23504529	23504808	-0.126915	-0.210793	-0.157553
chr2L	23504816	23505086	0.022467	0.127128	0.053614
chr2L	23505114	23505720	-0.338310	-1.371675	-0.514364
chr2L	23505756	23506583	0.289758	0.395039	0.309072
chr2L	23506600	23510678	-0.134963	-0.260533	-0.153848
chr2R	1644	5866	-0.269908	-5.555584	-0.326495
chr2R	5870	6976	0.355646	0.452534	0.239068
chr2R	7045	15369	0.244550	0.291831	0.241622
chr2R	25165	30602	-0.008851	-0.012686	-0.006697
chr2R	30616	36250	-0.041428	-0.160499	-0.052659
chr2R	36294	42945	-0.091791	-0.113629	-0.071896
chr2R	43146	67820	0.090319	0.084037	0.063720
chr2R	68273	71733	-0.303362	-1.044295	-0.279542
chr2R	71756	72439	-0.149530	-1.495360	-0.373173
chr2R	72745	82142	0.772582	0.552340	0.429073
chr2R	82365	85694	0.380373	0.182213	0.158267
chr2R	85760	92848	-0.119081	-0.226249	-0.080007
chr2R	93518	103239	-0.000365	-0.000323	-0.000169
chr2R	103249	109728	0.267944	0.389863	0.299848
chr2R	109740	113933	-0.037066	-0.222116	-0.045813
chr2R	114723	127756	-0.066611	-0.059511	-0.043246
chr2R	127762	130285	0.101944	0.136225	0.105182
chr2R	130417	142317	-0.156831	-0.156333	-0.099496
chr2R	142393	145114	0.071569	0.145331	0.106929
chr2R	145130	146024	-0.228413	-0.664493	-0.316581
chr2R	146027	156094	0.070067	0.098032	0.074583
chr2R	158972	163566	-0.076474	-0.057754	-0.039888
chr2R	163724	164431	-0.100063	-0.334438	-0.148375
chr2R	164483	164905	0.211256	0.498128	0.406739
chr2R	165213	238542	-0.173133	-0.255140	-0.189474
chr2R	238582	306931	0.231510	0.045799	0.039512
chr2R	307251	321046	-0.118267	-0.073329	-0.025578
chr2R	321111	329448	0.216023	0.236521	0.148694
chr2R	329469	344666	-0.500157	-6.762143	-0.498850
chr2R	344730	361741	-0.006405	-0.006013	-0.004093
chr2R	362843	384032	0.337687	0.399982	0.279833
chr2R	384046	388923	-0.282397	-0.324149	-0.150486
chr2R	388962	393754	0.245479	0.334261	0.253420
chr2R	393808	398100	0.641461	0.362060	0.277778
chr2R	398259	405077	0.705040	0.524110	0.421714
chr2R	405445	431658	0.203661	0.284338	0.194750
chr2R	431694	434600	0.065877	0.112044	0.058046
chr2R	434602	435297	-0.216237	-1.298351	-0.359908
chr2R	435314	435867	0.390919	0.619004	0.427903
chr2R	435869	447546	0.458382	0.524793	0.444780
chr2R	447595	456465	0.273174	0.277020	0.232270
chr2R	456536	458826	0.713317	0.606797	0.571131
chr2R	458925	461773	0.429084	0.401259	0.205211
chr2R	461792	464435	0.630581	0.490581	0.405953
chr2R	464447	465417	0.066370	0.149456	0.080435
chr2R	465423	466103	0.137300	0.240078	0.170002
chr2R	466114	473852	-0.332556	-1.169680	-0.183462
chr2R	473860	474149	-0.155104	-0.969763	-0.321355
chr2R	474151	476344	-0.016190	-0.067035	-0.022363
chr2R	476348	492155	-0.035716	-0.067041	-0.043259
chr2R	492158	492500	0.060213	0.129424	0.080614
chr2R	492516	493124	-0.165299	-1.330495	-0.224313
chr2R	493127	496359	0.281271	0.387909	0.250387
chr2R	498620	505774	0.494710	0.112641	0.098004
chr2R	505848	512571	0.160746	0.161744	0.084080
chr2R	512704	524309	-0.299183	-0.309324	-0.207819
chr2R	524516	526662	-0.674703	-0.301003	-0.196525
chr2R	526670	539434	0.031122	0.007883	0.007326
chr2R	539635	543576	-0.532505	-8.521074	-0.362438
chr2R	543587	544852	-0.078847	-0.663766	-0.089470
chr2R	546099	559491	0.846991	0.472402	0.234512
chr2R	559494	564196	0.597968	0.279079	0.194073
chr2R	564412	571134	0.068635	0.105127	0.097014
chr2R	571135	583650	0.261820	0.082159	0.063912
chr2R	583827	589033	-0.711061	-3.936033	-0.645610
chr2R	589118	590181	-0.122665	-0.358723	-0.180948
chr2R	590216	591309	-0.108297	-4.411727	-0.070818
chr2R	591380	592387	0.091707	0.145553	0.094673
chr2R	592412	594227	-0.751111	-6.749975	-0.809197
chr2R	594252	594734	-0.570439	-1.844595	-0.451890
chr2R	594743	596757	0.800403	0.359625	0.335689
chr2R	596811	603348	-0.387593	-0.457388	-0.174348
chr2R	603361	603668	-0.169708	-0.353769	-0.205720
chr2R	603692	604727	-0.199801	-0.189814	-0.098472
chr2R	605796	615075	0.188257	0.125995	0.046093
chr2R	615271	619458	-0.442095	-0.402142	-0.206354
chr2R	619469	624342	-0.192166	-0.062506	-0.038887
chr2R	624585	635275	-0.147395	-0.112897	-0.029379
chr2R	635558	641970	0.259058	0.243530	0.106267
chr2R	642448	645511	-0.079969	-0.063003	-0.036325
chr2R	645523	651416	0.057875	0.079816	0.028263
chr2R	651804	659607	0.250843	0.101620	0.067655
chr2R	660259	674556	0.222555	0.042438	0.034705
chr2R	675778	690834	0.117455	0.162195	0.081810
chr2R	690897	695546	-0.626251	-1.143449	-0.357769
chr2R	695624	708665	-0.299758	-1.048367	-0.241597
chr2R	710533	717515	-0.166211	-0.169997	-0.072709
chr2R	717650	724130	0.325737	0.079171	0.050327
chr2R	724735	728074	-0.030625	-0.140173	-0.038133
chr2R	728096	729156	0.029756	0.061837	0.039749
chr2R	729199	729374	-0.158267	-0.475700	-0.199423
chr2R	729417	729679	-0.027204	-0.178359	-0.115067
chr2R	729680	729959	-0.052391	-0.433912	-0.140424
chr2R	730416	730900	0.013730	0.055167	0.032804
chr2R	730916	734911	-0.185280	-0.271017	-0.114341
chr2R	735156	741829	0.130500	0.064212	0.017713
chr2R	741852	761480	0.574635	0.302345	0.255236
chr2R	761702	781692	0.430487	0.472862	0.386097
chr2R	781693	792262	0.640280	0.455614	0.448975
chr2R	792883	803575	-0.185423	-0.436119	-0.181463
chr2R	805206	826241	-0.324446	-0.515164	-0.252130
chr2R	827860	844061	-0.170594	-0.157030	-0.107433
chr2R	844107	853160	0.041519	0.036330	0.023940
chr2R	853204	863577	0.464369	0.287360	0.237295
chr2R	863578	868963	0.316513	0.276322	0.209120
chr2R	868971	869936	-0.216529	-0.234759	-0.129330
chr2R	869939	880591	0.820126	0.208768	0.199800
chr2R	881545	883758	0.143383	0.209270	0.126349
chr2R	883773	886168	0.328474	0.361320	0.071241
chr2R	886259	888340	-0.048494	-0.047055	-0.031074
chr2R	888380	890247	-0.244010	-0.289243	-0.167517
chr2R	890511	895621	-0.412340	-0.808093	-0.299110
chr2R	896466	913665	0.396893	0.383572	0.186115
chr2R	913668	926095	-0.277377	-0.033594	-0.018614
chr2R	926405	937778	-0.390629	-0.412250	-0.216671
chr2R	939153	943359	-0.415235	-0.452158	-0.216099
chr2R	943369	943754	-0.054280	-0.122445	-0.073999
chr2R	943759	954455	-0.408385	-0.279915	-0.138777
chr2R	955221	961913	-0.121396	-0.082508	-0.060481
chr2R	961914	970113	0.791594	0.529037	0.401826
chr2R	970122	971325	-0.118883	-0.100922	-0.056690
chr2R	971336	972302	-0.110218	-0.095171	-0.051399
chr2R	972305	973152	-0.084128	-0.165570	-0.093093
chr2R	973233	980069	0.269142	0.382141	0.087649
chr2R	980075	989099	0.305757	0.266182	0.082774
chr2R	989107	992182	0.425575	0.223536	0.147991
chr2R	992772	996236	0.404774	0.351875	0.249898
chr2R	996257	1000586	0.543292	0.308405	0.269271
chr2R	1000697	1001117	-0.188233	-0.793547	-0.216128
chr2R	1001172	1004420	0.275684	0.396056	0.314390
chr2R	1004489	1013083	0.022092	0.005681	0.003387
chr2R	1013088	1014587	-0.090547	-1.329989	-0.238722
chr2R	1014597	1020286	0.598648	0.458324	0.286350
chr2R	1020290	1024710	0.070517	0.031019	0.020918
chr2R	1024764	1028205	0.160387	0.104794	0.064477
chr2R	1028207	1030481	0.056299	0.135843	0.072707
chr2R	1030512	1032793	-0.173003	-12.986182	-0.148268
chr2R	1032818	1033485	-0.299502	-2.176091	-0.294584
chr2R	1033799	1036430	-0.129061	-0.085481	-0.036059
chr2R	1036457	1039217	0.619677	0.594362	0.464938
chr2R	1039299	1043402	-0.198929	-0.312692	-0.081966
chr2R	1043507	1044598	0.079330	0.235428	0.085291
chr2R	1044618	1044829	0.195548	0.553628	0.355310
chr2R	1044831	1046947	0.757598	0.700852	0.552950
chr2R	1046962	1049553	-0.354600	-0.586298	-0.187330
chr2R	1049790	1055958	-0.224665	-0.184419	-0.106278
chr2R	1056135	1065976	0.558740	0.523266	0.218821
chr2R	1066301	1074719	0.753558	0.644573	0.329408
chr2R	1075173	1078101	0.684399	0.322519	0.222021
chr2R	1078413	1094788	-0.167134	-0.083449	-0.050883
chr2R	1094810	1097937	-0.505685	-1.416500	-0.385060
chr2R	1097960	1103076	-0.082909	0.085482	-0.010725
chr2R	1103107	1104453	0.209711	0.278963	0.260012
chr2R	1104464	1105595	-0.065983	-1.578658	-0.145781
chr2R	1105796	1107832	0.273187	0.205230	0.189316
chr2R	1108000	1109113	-0.151491	-0.079267	-0.050332
chr2R	1109154	1114063	0.615889	0.603835	0.397586
chr2R	1114103	1122299	-0.160185	-0.230746	-0.141821
chr2R	1123749	1144960	0.255078	0.182927	0.061653
chr2R	1144992	1150257	-0.051449	-0.069776	-0.036886
chr2R	1150441	1153174	-0.258818	-0.123274	-0.076429
chr2R	1153829	1155563	0.060962	0.069045	0.053091
chr2R	1155664	1178151	-0.453218	-0.241440	-0.091271
chr2R	1178174	1182685	-0.297566	-0.359077	-0.172008
chr2R	1182893	1188032	0.066797	0.098662	0.074726
chr2R	1188063	1192875	0.175529	0.280280	0.177028
chr2R	1193943	1205383	-0.095072	-0.030240	-0.017472
chr2R	1207792	1221372	-0.286445	-0.294425	-0.150733
chr2R	1221626	1222720	0.277079	0.471175	0.332759
chr2R	1222771	1228244	0.162286	0.113626	0.054308
chr2R	1228274	1233352	-0.018849	-0.030682	-0.012734
chr2R	1234015	1248778	0.095093	0.090477	0.036139
chr2R	1248847	1252254	0.125736	0.330143	0.080934
chr2R	1252284	1260738	-0.069751	-0.163237	-0.053584
chr2R	1261024	1263118	0.566795	0.703638	0.614544
chr2R	1263174	1265531	0.231294	0.273273	0.181504
chr2R	1265794	1269295	0.261091	0.273850	0.233503
chr2R	1269319	1275185	0.585935	0.536538	0.348868
chr2R	1275361	1275699	-0.036031	-0.163784	-0.081057
chr2R	1275702	1281146	0.083167	0.052531	0.029459
chr2R	1281581	1285635	-0.108132	-0.101807	-0.040541
chr2R	1286238	1309287	-0.237985	-0.636022	-0.111924
chr2R	1310028	1313272	-0.348698	8.112727	-0.619232
chr2R	1313477	1323887	0.362120	0.340513	0.207124
chr2R	1323896	1324467	0.304482	0.488786	0.349183
chr2R	1324646	1326308	0.214466	0.044309	0.042412
chr2R	1326343	1332787	-0.292710	-0.252262	-0.144333
chr2R	1333021	1338170	-0.379706	-0.225594	-0.116678
chr2R	1338171	1338458	0.030827	0.320936	0.157096
chr2R	1338460	1338834	-0.216896	-0.873097	-0.368336
chr2R	1339838	1340058	0.103683	0.397443	0.266407
chr2R	1340061	1340524	0.036226	0.433201	0.255178
chr2R	1340538	1344060	0.622851	0.643437	0.355219
chr2R	1345050	1354071	-0.263621	-0.348038	-0.133838
chr2R	1354385	1354929	0.098709	0.389854	0.166473
chr2R	1354956	1356789	-0.029228	-0.336570	-0.108207
chr2R	1357229	1359338	-0.554060	-3.948057	-0.437127
chr2R	1359343	1360082	-0.163852	-1.183438	-0.293592
chr2R	1360105	1361443	0.198876	0.259401	0.114491
chr2R	1361447	1361882	-0.221988	-0.651858	-0.305182
chr2R	1361890	1363911	0.017622	0.035948	0.021003
chr2R	1363927	1366552	-0.184664	-0.860662	-0.116604
chr2R	1366931	1373169	-0.076763	-0.038817	-0.017888
chr2R	1373506	1375744	-0.078938	-0.105219	-0.053208
chr2R	1375767	1376582	-0.130857	-0.223266	-0.148680
chr2R	1376619	1377357	-0.040257	-0.058619	-0.028424
chr2R	1377362	1380015	0.009565	0.007324	0.004641
chr2R	1380040	1380974	-0.312433	-1.527194	-0.452145
chr2R	1380975	1382372	0.139053	0.158963	0.119322
chr2R	1382380	1385184	0.614548	0.187176	0.175607
chr2R	1385289	1386580	0.271289	0.386099	0.309843
chr2R	1386698	1387352	-0.045321	-0.147489	-0.092626
chr2R	1387387	1388427	-0.413706	-1.963958	-0.446100
chr2R	1388497	1391445	0.486539	0.342454	0.204411
chr2R	1391449	1392778	0.328944	0.503487	0.211655
chr2R	1392800	1394900	0.100535	0.078105	0.068267
chr2R	1394903	1395078	0.386207	0.923528	0.655977
chr2R	1395080	1400583	-0.464408	-0.348327	-0.139533
chr2R	1400592	1405607	-0.124093	-0.231054	-0.083905
chr2R	1405689	1412253	0.207960	0.177363	0.128349
chr2R	1412262	1415442	0.454079	0.248252	0.162118
chr2R	1415464	1417428	-0.241636	-0.324226	-0.144361
chr2R	1417508	1420332	-0.012967	0.135512	-0.008325
chr2R	1420347	1426755	-0.031872	-0.063590	-0.036148
chr2R	1426785	1431644	-0.072708	-0.128107	-0.054774
chr2R	1432688	1444559	0.221689	0.081010	0.053801
chr2R	1446878	1449630	-0.662884	-2.038893	-0.627811
chr2R	1449650	1451222	-0.214012	-0.648068	-0.315737
chr2R	1451237	1451476	-0.032079	-0.123090	-0.079637
chr2R	1451477	1459040	-0.468899	-1.368229	-0.212721
chr2R	1459073	1470096	0.281814	0.237191	0.170976
chr2R	1470239	1483474	-0.037613	-0.048633	-0.020421
chr2R	1483498	1484505	0.042255	0.050870	0.039462
chr2R	1484570	1490146	-0.188371	-0.393012	-0.199756
chr2R	1490147	1497097	-0.144411	-0.231306	-0.093364
chr2R	1497804	1500586	-0.106731	-0.069153	-0.055150
chr2R	1500613	1507514	0.361636	0.391353	0.293550
chr2R	1507589	1510780	-0.321143	-0.803354	-0.278477
chr2R	1510893	1522818	0.303193	0.426313	0.307792
chr2R	1522825	1533253	0.006010	0.015062	0.009288
chr2R	1533274	1533775	-0.062682	-11.319103	-0.139517
chr2R	1535810	1536471	-0.340106	-0.468476	-0.292636
chr2R	1536487	1539216	-0.341351	-0.216841	-0.163580
chr2R	1539874	1553843	0.015768	0.014274	0.007237
chr2R	1553887	1559355	0.388071	0.426068	0.121685
chr2R	1562301	1565701	-0.378119	-0.299396	-0.199620
chr2R	1565714	1574898	-0.161401	-0.046029	-0.034856
chr2R	1577110	1589181	-0.061045	-0.047448	-0.021994
chr2R	1589193	1595328	0.886102	0.442340	0.375133
chr2R	1595401	1601661	0.575218	0.284797	0.146911
chr2R	1601667	1605157	0.217839	0.168947	0.128204
chr2R	1605304	1615049	-0.082869	-0.088218	-0.053207
chr2R	1616835	1619015	0.320189	0.378323	0.145963
chr2R	1619161	1625162	-0.273387	-0.416600	-0.173993
chr2R	1625302	1628438	0.619516	0.390736	0.287169
chr2R	1628484	1634765	-0.085730	-0.323029	-0.115911
chr2R	1634782	1635605	-0.179387	-1.626520	-0.330371
chr2R	1635625	1639803	0.026265	0.065989	0.036903
chr2R	1640312	1641472	0.746550	0.545737	0.442225
chr2R	1641475	1641779	-0.045362	-0.205518	-0.055529
chr2R	1641783	1645230	0.020516	0.037836	0.019913
chr2R	1645370	1651055	0.481518	0.136916	0.091035
chr2R	1651096	1651478	-0.080899	-0.234976	-0.105501
chr2R	1651571	1659770	-0.034662	-0.051923	-0.020832
chr2R	1659821	1661135	0.676007	0.705693	0.551153
chr2R	1661192	1662982	0.606970	0.419310	0.310882
chr2R	1664621	1669798	0.245081	0.167986	0.116956
chr2R	1669992	1671619	-0.102556	-0.225637	-0.118735
chr2R	1671692	1709319	0.336941	0.214635	0.151232
chr2R	1721244	1730058	-0.042107	-0.035061	-0.018561
chr2R	1730059	1736042	-0.359933	-0.960839	-0.356224
chr2R	1740599	1741770	-0.010599	-0.023833	-0.009418
chr2R	1741780	1742929	0.125513	0.398972	0.106805
chr2R	1742969	1747364	0.176521	0.043510	0.033572
chr2R	1747468	1755000	-0.034643	-0.055021	-0.016732
chr2R	1755002	1760424	0.916666	0.854819	0.796967
chr2R	1760425	1764812	0.379412	0.367390	0.280508
chr2R	1764816	1777533	-0.194840	-0.046832	-0.022916
chr2R	1778462	1781493	-0.303940	-0.494755	-0.220687
chr2R	1781495	1782232	0.612103	0.887433	0.627183
chr2R	1782240	1785028	0.305491	0.255139	0.172522
chr2R	1785110	1804487	-0.076368	-0.640993	-0.180781
chr2R	1804488	1806584	0.117597	0.214905	0.161536
chr2R	1806587	1807784	0.391750	0.616722	0.495638
chr2R	1807788	1808555	-0.530955	-1.276783	-0.465564
chr2R	1808562	1809180	0.077807	0.087106	0.072848
chr2R	1809217	1809709	-0.043926	-0.244244	-0.081437
chr2R	1809715	1809966	0.094302	0.383433	0.224302
chr2R	1809991	1810660	-0.196383	-1.902041	-0.500709
chr2R	1810711	1811376	0.038108	0.155424	0.083475
chr2R	1811412	1811890	-0.046907	-0.337525	-0.128964
chr2R	1811927	1816907	-0.049814	-0.081984	-0.052381
chr2R	1817096	1817757	-0.058538	-0.130178	-0.070765
chr2R	1817761	1825724	-0.020440	-0.090731	-0.037376
chr2R	1826732	1836160	-0.056025	-0.162083	-0.075864
chr2R	1836492	1841975	-0.347835	-0.411042	-0.241534
chr2R	1841990	1842897	0.035910	0.091773	0.044867
chr2R	1842920	1844539	0.033009	0.071944	0.051110
chr2R	1844816	1846372	-0.069451	-0.145813	-0.096527
chr2R	1846439	1858499	0.005277	0.014299	0.008767
chr2R	1858655	1863835	-0.260527	-0.106676	-0.065903
chr2R	1863861	1864845	-0.029399	-0.072468	-0.030951
chr2R	1864897	1873941	0.066448	0.107370	0.081832
chr2R	1873995	1878112	0.080091	0.070337	0.055324
chr2R	1878346	1882838	-0.006208	-0.008516	-0.005428
chr2R	1882877	1884947	0.368493	0.580963	0.411642
chr2R	1885697	1888409	0.128069	0.077372	0.049454
chr2R	1888424	1892250	-0.101345	-0.250155	-0.064227
chr2R	1893506	1898519	0.166481	0.054972	0.041664
chr2R	1898704	1901348	-0.492813	-1.140766	-0.338120
chr2R	1901356	1907518	0.146322	0.109360	0.063241
chr2R	1909446	1915139	-0.133076	-0.058707	-0.036451
chr2R	1915376	1917950	-0.213981	-0.393036	-0.221592
chr2R	1917994	1929593	0.265384	0.048232	0.042212
chr2R	1930070	1934600	0.323727	0.364257	0.310903
chr2R	1935252	1951509	-0.199545	-0.035711	-0.027235
